[37m[2021/03/19 18:28:41][CONFIG][initService]  Starting service...
[33m[2021/03/19 21:23:51][WARNING][checkAndAssignParam]  offset is invalid and replace with default 
[32m[2021/03/19 21:23:51][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 21:23:51][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 21:23:51][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 21:23:51][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 21:23:51][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 21:23:51][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 21:23:51][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@4bbec509, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 21:23:51][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 21:23:51][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 21:23:51][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 21:23:51][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 21:23:51][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 21:23:51][INFO][search]  Sanitize input 
[32m[2021/03/19 21:23:51][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%qa%' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 21:23:51][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 21:23:51][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 21:23:51][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 21:23:51][INFO][buildResponse]  210
[32m[2021/03/19 21:23:52][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 21:23:52][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt0145937', 'tt0095895', 'tt0085809')
ORDER BY FIELD(movie_id, 'tt0145937', 'tt0095895', 'tt0085809');
[32m[2021/03/19 21:23:52][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 21:23:52][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 21:23:52][INFO][buildResponse]  210
[33m[2021/03/19 21:23:55][WARNING][checkAndAssignParam]  offset is invalid and replace with default 
[32m[2021/03/19 21:23:55][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 21:23:55][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 21:23:55][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 21:23:55][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 21:23:55][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 21:23:55][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 21:23:55][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@1d023c2f, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 21:23:55][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 21:23:55][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 21:23:55][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 21:23:55][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 21:23:55][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 21:23:55][INFO][search]  Sanitize input 
[32m[2021/03/19 21:23:55][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%qa%' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 21:23:55][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 21:23:55][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 21:23:55][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 21:23:55][INFO][buildResponse]  210
[32m[2021/03/19 21:23:56][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 21:23:56][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt0145937', 'tt0095895', 'tt0085809')
ORDER BY FIELD(movie_id, 'tt0145937', 'tt0095895', 'tt0085809');
[32m[2021/03/19 21:23:56][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 21:23:56][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 21:23:56][INFO][buildResponse]  210
[33m[2021/03/19 21:24:03][WARNING][checkAndAssignParam]  offset is invalid and replace with default 
[32m[2021/03/19 21:24:03][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 21:24:03][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 21:24:03][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 21:24:03][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 21:24:03][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 21:24:03][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 21:24:03][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@6458ec31, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 21:24:03][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 21:24:03][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 21:24:03][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 21:24:03][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 21:24:03][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 21:24:03][INFO][search]  Sanitize input 
[32m[2021/03/19 21:24:03][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%qa%' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 21:24:03][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 21:24:03][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 21:24:03][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 21:24:03][INFO][buildResponse]  210
[32m[2021/03/19 21:24:04][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 21:24:04][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt0145937', 'tt0095895', 'tt0085809')
ORDER BY FIELD(movie_id, 'tt0145937', 'tt0095895', 'tt0085809');
[32m[2021/03/19 21:24:04][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 21:24:04][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 21:24:04][INFO][buildResponse]  210
[33m[2021/03/19 21:24:24][WARNING][checkAndAssignParam]  offset is invalid and replace with default 
[32m[2021/03/19 21:24:24][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 21:24:24][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 21:24:24][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 21:24:24][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 21:24:24][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 21:24:24][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 21:24:24][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@6584f509, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 21:24:24][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 21:24:24][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 21:24:24][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 21:24:24][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 21:24:24][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 21:24:24][INFO][search]  Sanitize input 
[32m[2021/03/19 21:24:24][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%qa%' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 21:24:24][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 21:24:24][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 21:24:24][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 21:24:24][INFO][buildResponse]  210
[32m[2021/03/19 21:24:24][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 21:24:24][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt0145937', 'tt0095895', 'tt0085809')
ORDER BY FIELD(movie_id, 'tt0145937', 'tt0095895', 'tt0085809');
[32m[2021/03/19 21:24:24][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 21:24:24][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 21:24:24][INFO][buildResponse]  210
[33m[2021/03/19 21:25:46][WARNING][checkAndAssignParam]  offset is invalid and replace with default 
[32m[2021/03/19 21:25:46][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 21:25:46][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 21:25:46][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 21:25:46][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 21:25:46][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 21:25:46][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 21:25:46][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@2e72993b, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 21:25:46][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 21:25:46][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 21:25:46][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 21:25:46][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 21:25:46][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 21:25:46][INFO][search]  Sanitize input 
[32m[2021/03/19 21:25:46][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%qa%' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 21:25:46][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 21:25:46][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 21:25:46][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 21:25:46][INFO][buildResponse]  210
[32m[2021/03/19 21:25:47][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 21:25:47][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt0145937', 'tt0095895', 'tt0085809')
ORDER BY FIELD(movie_id, 'tt0145937', 'tt0095895', 'tt0085809');
[32m[2021/03/19 21:25:47][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 21:25:47][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 21:25:47][INFO][buildResponse]  210
[33m[2021/03/19 21:25:51][WARNING][checkAndAssignParam]  offset is invalid and replace with default 
[32m[2021/03/19 21:25:51][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 21:25:51][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 21:25:51][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 21:25:51][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 21:25:51][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 21:25:51][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 21:25:51][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@2f5b26db, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 21:25:51][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 21:25:51][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 21:25:51][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 21:25:51][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 21:25:51][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 21:25:51][INFO][search]  Sanitize input 
[32m[2021/03/19 21:25:51][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%qa%' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 21:25:51][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 21:25:51][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 21:25:51][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 21:25:51][INFO][buildResponse]  210
[32m[2021/03/19 21:25:52][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 21:25:52][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt0145937', 'tt0095895', 'tt0085809')
ORDER BY FIELD(movie_id, 'tt0145937', 'tt0095895', 'tt0085809');
[32m[2021/03/19 21:25:52][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 21:25:52][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 21:25:52][INFO][buildResponse]  210
[32m[2021/03/19 21:25:55][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 21:25:55][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 21:25:55][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 21:25:55][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 21:25:55][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 21:25:55][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 21:25:55][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@71152a9d, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
[32m[2021/03/19 21:25:55][INFO][sendIDMRequest]  Request sent.
[32m[2021/03/19 21:25:55][INFO][sendIDMRequest]  Received status 200
[32m[2021/03/19 21:25:55][INFO][checkPrivilege]  Reading response
[32m[2021/03/19 21:25:55][INFO][checkPrivilege]  Received resultCode: 141
[32m[2021/03/19 21:25:55][INFO][checkPrivilege]  Received Message: User has insufficient privilege level.
[32m[2021/03/19 21:25:55][INFO][search]  Sanitize input 
[32m[2021/03/19 21:25:55][INFO][resposeAfterQuery]  SQL Query: com.mysql.cj.jdbc.ClientPreparedStatement: SELECT DISTINCT movie.movie_id,title,year,p.name as director,rating,backdrop_path,poster_path,hidden FROM movie LEFT JOIN person p ON p.person_id = movie.director_id LEFT JOIN genre_in_movie gim ON movie.movie_id = gim.movie_id LEFT JOIN genre g ON g.genre_id = gim.genre_id Where 1=1 AND movie.title LIKE '%qa%' AND movie.hidden = 0 ORDER BY year desc, year desc LIMIT 10 OFFSET 0 
[32m[2021/03/19 21:25:55][INFO][resposeAfterQuery]  Receive result set
[32m[2021/03/19 21:25:55][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 21:25:55][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 21:25:55][INFO][buildResponse]  210
[32m[2021/03/19 21:25:56][INFO][thumbnail]  Execute SQL query
[33m[2021/03/19 21:25:56][WARNING][thumbnail]  com.mysql.cj.jdbc.ClientPreparedStatement: SELECT movie_id, title, backdrop_path, poster_path
FROM movie
WHERE movie_id in ('tt0145937', 'tt0095895', 'tt0085809')
ORDER BY FIELD(movie_id, 'tt0145937', 'tt0095895', 'tt0085809');
[32m[2021/03/19 21:25:56][INFO][buildResponse]  Response being built with Result: FOUND_MOVIE
[32m[2021/03/19 21:25:56][INFO][buildResponse]  Found movie(s) with search parameters.
[32m[2021/03/19 21:25:56][INFO][buildResponse]  210
[32m[2021/03/19 21:26:01][INFO][sendIDMRequest]  Send request to IDM Privilege
[32m[2021/03/19 21:26:01][INFO][sendIDMRequest]  Build uri: http://127.0.0.1:12346/api/idm
[32m[2021/03/19 21:26:01][INFO][sendIDMRequest]  Building client...
[32m[2021/03/19 21:26:01][INFO][sendIDMRequest]  Building WebTarget...
[32m[2021/03/19 21:26:01][INFO][sendIDMRequest]  Starting invocation builder...
[32m[2021/03/19 21:26:01][INFO][sendIDMRequest]  Sending request...
[32m[2021/03/19 21:26:01][INFO][sendIDMRequest]  Entity{entity=edu.uci.ics.jindongy.service.movies.model.Resquest.IDMRequest@74959d41, variant=Variant[mediaType=application/json, language=null, encoding=null], annotations=[]}
